ROP,Depth,WOB,SPP,RPM,MW,Temperature,Q,Bit diameter,ECD,Formation pressure gradient,Porosity,FV,Solid content,FL
4.63,607,33,3.6,33,1.1,29,1.929,311.1,1.11,1.02,1.31,58.6744186,0.2,3.581395349
5.62,608,32.1,4.2,33,1.1,29,1.926,311.1,1.11,1.02,1.31,58.72093023,0.2,3.569767442
4.35,609,33.7,4.2,33,1.1,29,1.923,311.1,1.11,1.02,1.31,58.76744186,0.2,3.558139535
9.52,610,32.2,5.4,33,1.1,29,1.926,311.1,1.11,1.02,1.31,58.81395349,0.2,3.546511628
5.49,611,30.8,5.4,33,1.1,29,1.932,311.1,1.11,1.02,1.31,58.86046512,0.2,3.534883721
5.97,612,34.2,5.4,33,1.1,30,1.937,311.1,1.11,1.02,1.31,58.90697674,0.2,3.523255814
15.71,613,34.5,5.4,33,1.1,30,1.933,311.1,1.11,1.02,1.31,58.95348837,0.2,3.511627907
9.84,614,36.4,5.4,33,1.1,30,1.939,311.1,1.11,1.02,1.31,59,0.2,3.5
3.76,615,32.1,5.4,33,1.1,29,1.908,311.1,1.17,1.02,1.75,58.86075949,0.2,3.501265823
4.86,616,30.4,5.4,33,1.1,28,1.949,311.1,1.11,1.02,1.31,58.72151899,0.2,3.502531646
12.99,617,31.4,5.4,33,1.1,28,1.953,311.1,1.11,1.02,1.31,58.58227848,0.2,3.503797468
10.68,618,53,5.4,33,1.1,28,1.953,311.1,1.11,1.02,1.31,58.44303797,0.2,3.505063291
12.58,619,34.9,4.9,33,1.1,29,1.949,311.1,1.13,1.02,1.44,58.30379747,0.2,3.506329114
1.78,620,32,5.4,33,1.1,29,1.95,311.1,1.11,1.02,1.31,58.16455696,0.2,3.507594937
10.68,621,29.7,4.9,40,1.1,29,1.945,311.1,1.11,1.02,1.31,58.02531646,0.2,3.508860759
15.5,622,34.3,5.4,40,1.1,29,1.95,311.1,1.11,1.02,1.31,57.88607595,0.2,3.510126582
7.74,623,69.6,5.4,40,1.1,29,1.945,311.1,1.11,1.02,1.31,57.74683544,0.2,3.511392405
10.12,624,29.4,4.9,40,1.09,29,1.931,311.1,1.14,1.02,1.52,57.60759494,0.2,3.512658228
6,625,29.7,5.4,40,1.09,30,1.949,311.1,1.11,1.02,1.31,57.46835443,0.2,3.513924051
8.45,626,30.5,5.4,40,1.08,30,1.945,311.1,1.11,1.02,1.31,57.32911392,0.2,3.515189873
9.13,627,31.2,5.4,40,1.1,30,1.948,311.1,1.11,1.02,1.31,57.18987342,0.2,3.516455696
8.72,628,30.3,4.9,40,1.09,30,1.95,311.1,1.11,1.02,1.3,57.05063291,0.2,3.517721519
4.13,629,30.6,4.9,40,1.1,30,1.953,311.1,1.11,1.02,1.3,56.91139241,0.2,3.518987342
3.82,630,29,4.9,40,1.09,30,1.95,311.1,1.11,1.02,1.3,56.7721519,0.2,3.520253165
11.58,631,32.3,4.9,40,1.1,30,1.951,311.1,1.12,1.02,1.37,56.63291139,0.2,3.521518987
8.7,632,32.7,5.4,40,1.08,30,1.947,311.1,1.11,1.02,1.3,56.49367089,0.2,3.52278481
4.8,633,33.1,5.4,40,1.1,30,1.942,311.1,1.11,1.02,1.3,56.35443038,0.2,3.524050633
5.21,634,34.9,4.9,40,1.09,31,1.944,311.1,1.11,1.02,1.3,56.21518987,0.2,3.525316456
7.25,635,30.5,5.4,40,1.09,31,1.948,311.1,1.11,1.02,1.3,56.07594937,0.2,3.526582278
2.93,636,30.7,5.4,40,1.09,31,1.943,311.1,1.11,1.02,1.3,55.93670886,0.2,3.527848101
6.76,637,28.9,5.4,40,1.1,31,1.947,311.1,1.11,1.02,1.3,55.79746835,0.2,3.529113924
5.09,638,30.1,4.9,40,1.1,31,1.949,311.1,1.12,1.02,1.37,55.65822785,0.2,3.530379747
7.52,639,32.6,5.4,40,1.1,31,1.949,311.1,1.13,1.02,1.43,55.51898734,0.2,3.53164557
6.2,640,30.4,5.4,40,1.09,31,1.945,311.1,1.15,1.02,1.57,55.37974684,0.2,3.532911392
9.35,641,31.7,4.9,40,1.1,31,2.039,311.1,1.13,1.02,1.43,55.24050633,0.2,3.534177215
5.9,642,32.4,5.4,40,1.1,31,2.038,311.1,1.16,1.02,1.65,55.10126582,0.2,3.535443038
4.71,643,34.4,5.4,40,1.1,32,2.032,311.1,1.13,1.02,1.43,54.96202532,0.2,3.536708861
7.27,644,35.8,5.4,40,1.1,32,2.029,311.1,1.11,1.02,1.3,54.82278481,0.2,3.537974684
5.64,645,30.6,4.9,40,1.1,32,2.039,311.1,1.11,1.02,1.3,54.6835443,0.2,3.539240506
3.51,646,34.7,5.4,40,1.09,32,2.039,311.1,1.12,1.02,1.36,54.5443038,0.2,3.540506329
5.75,647,29.7,4.9,40,1.1,32,2.04,311.1,1.12,1.02,1.36,54.40506329,0.2,3.541772152
3.01,648,32.7,5.4,40,1.1,32,2.041,311.1,1.11,1.02,1.3,54.26582278,0.2,3.543037975
6.37,649,34,5.4,40,1.1,32,2.038,311.1,1.11,1.02,1.3,54.12658228,0.2,3.544303797
8.67,650,33.8,4.9,40,1.1,32,2.031,311.1,1.11,1.02,1.29,53.98734177,0.2,3.54556962
7.98,651,32.6,4.9,40,1.1,32,2.038,311.1,1.16,1.02,1.64,53.84810127,0.2,3.546835443
3.93,652,32.9,5.4,40,1.1,33,2.038,311.1,1.17,1.02,1.72,53.70886076,0.2,3.548101266
4.85,653,96.7,4.9,40,1.1,33,2.039,311.1,1.13,1.02,1.42,53.56962025,0.2,3.549367089
3.2,654,32.7,4.9,40,1.1,33,2.03,311.1,1.15,1.02,1.57,53.43037975,0.2,3.550632911
3.5,655,31.8,5.4,40,1.1,33,2.039,311.1,1.11,1.02,1.29,53.29113924,0.2,3.551898734
3.26,656,32.6,5.4,40,1.1,33,2.042,311.1,1.11,1.02,1.29,53.15189873,0.2,3.553164557
3,657,34.6,5.4,40,1.1,33,2.036,311.1,1.11,1.02,1.29,53.01265823,0.2,3.55443038
2.51,658,32.7,5.4,40,1.1,33,2.042,311.1,1.11,1.02,1.29,52.87341772,0.2,3.555696203
8.73,659,33,4.9,40,1.1,33,2.042,311.1,1.11,1.02,1.29,52.73417722,0.2,3.556962025
1.82,660,35.8,5.4,40,1.1,34,2.046,311.1,1.11,1.02,1.28,52.59493671,0.2,3.558227848
1.06,661,34.5,4.9,40,1.1,34,2.045,311.1,1.11,1.02,1.28,52.4556962,0.2,3.559493671
1.65,662,34.4,4.9,40,1.1,34,2.045,311.1,1.11,1.02,1.28,52.3164557,0.2,3.560759494
4.66,663,36.5,5.4,40,1.1,34,2.041,311.1,1.11,1.02,1.28,52.17721519,0.2,3.562025316
6.11,664,36.6,5.4,40,1.1,34,1.979,311.1,1.11,1.02,1.28,52.03797468,0.2,3.563291139
5.87,665,36.4,4.9,40,1.1,34,1.984,311.1,1.11,1.02,1.28,51.89873418,0.2,3.564556962
10.77,666,33,5.4,40,1.1,34,1.987,311.1,1.11,1.02,1.28,51.75949367,0.2,3.565822785
5.42,667,34,5.4,40,1.1,34,1.989,311.1,1.11,1.02,1.28,51.62025316,0.2,3.567088608
3.61,668,35.6,5.4,40,1.1,34,1.983,311.1,1.11,1.02,1.28,51.48101266,0.2,3.56835443
2.05,669,35.8,5.4,40,1.1,34,1.981,311.1,1.11,1.02,1.28,51.34177215,0.2,3.569620253
1.86,670,35.9,4.9,40,1.1,34,1.976,311.1,1.11,1.02,1.28,51.20253165,0.2,3.570886076
2.61,671,35.5,4.9,40,1.1,34,1.983,311.1,1.11,1.02,1.28,51.06329114,0.2,3.572151899
2.63,672,34.9,5.4,40,1.1,34,1.979,311.1,1.11,1.02,1.28,50.92405063,0.2,3.573417722
3.56,673,36,5.4,40,1.1,34,1.979,311.1,1.11,1.02,1.28,50.78481013,0.2,3.574683544
6.34,674,35,4.9,40,1.1,34,1.977,311.1,1.11,1.02,1.28,50.64556962,0.2,3.575949367
3.93,675,36.5,4.9,40,1.1,34,1.982,311.1,1.11,1.02,1.28,50.50632911,0.2,3.57721519
5.24,676,34,5.4,40,1.1,34,1.976,311.1,1.11,1.02,1.28,50.36708861,0.2,3.578481013
7.71,677,35.9,5.4,40,1.1,34,1.868,311.1,1.11,1.02,1.28,50.2278481,0.2,3.579746835
7.43,678,34.6,5.4,40,1.1,34,1.982,311.1,1.11,1.02,1.28,50.08860759,0.2,3.581012658
3.91,679,35.6,5.4,40,1.1,34,1.985,311.1,1.11,1.02,1.28,49.94936709,0.2,3.582278481
3.8,680,36.1,5.4,40,1.1,34,1.977,311.1,1.11,1.02,1.28,49.81012658,0.2,3.583544304
6.2,681,34.6,5.4,40,1.1,34,1.985,311.1,1.11,1.02,1.28,49.67088608,0.2,3.584810127
7.55,682,32.6,5.4,40,1.1,34,1.981,311.1,1.11,1.02,1.27,49.53164557,0.2,3.586075949
16.35,683,34.4,5.4,40,1.1,33,1.973,311.1,1.11,1.02,1.27,49.39240506,0.2,3.587341772
2.52,684,33.8,4.9,40,1.1,33,1.981,311.1,1.11,1.02,1.27,49.25316456,0.2,3.588607595
2.91,685,35.7,5.4,40,1.1,33,1.981,311.1,1.11,1.02,1.27,49.11392405,0.2,3.589873418
7.32,686,33.5,5.4,40,1.1,33,1.98,311.1,1.11,1.02,1.27,48.97468354,0.2,3.591139241
2.99,687,34.1,5.4,40,1.1,33,1.984,311.1,1.11,1.02,1.27,48.83544304,0.2,3.592405063
8.24,688,34.2,4.9,40,1.1,33,1.983,311.1,1.11,1.02,1.27,48.69620253,0.2,3.593670886
11.47,689,35.4,4.9,40,1.1,33,1.981,311.1,1.11,1.02,1.27,48.55696203,0.2,3.594936709
2.56,690,34.8,5.4,40,1.1,33,1.985,311.1,1.11,1.02,1.27,48.41772152,0.2,3.596202532
3.6,691,33.9,5.4,40,1.1,33,1.978,311.1,1.11,1.02,1.27,48.27848101,0.2,3.597468354
3.06,692,27.3,5.4,40,1.1,33,1.988,311.1,1.11,1.02,1.27,48.13924051,0.2,3.598734177
1.78,693,27.7,5.4,40,1.11,33,1.985,311.1,1.12,1.02,1.33,48,0.2,3.6
2,694,27.9,4.9,40,1.11,33,1.983,311.1,1.12,1.02,1.33,47.96296296,0.2,3.601851852
5.2,695,27.3,5.4,40,1.11,33,1.979,311.1,1.12,1.02,1.33,47.92592593,0.2,3.603703704
8.85,696,28.3,4.9,40,1.11,33,1.984,311.1,1.12,1.02,1.33,47.88888889,0.2,3.605555556
2.95,697,26.4,5.4,40,1.11,33,1.981,311.1,1.12,1.02,1.33,47.85185185,0.2,3.607407407
3.14,698,26.3,5.4,40,1.11,33,1.971,311.1,1.12,1.02,1.33,47.81481481,0.2,3.609259259
3.18,699,26.8,4.9,40,1.1,33,1.971,311.1,1.12,1.02,1.33,47.77777778,0.2,3.611111111
2.03,700,27.3,5.4,40,1.1,33,1.972,311.1,1.12,1.02,1.33,47.74074074,0.2,3.612962963
2.53,701,25.9,5.4,40,1.1,34,1.97,311.1,1.12,1.02,1.33,47.7037037,0.2,3.614814815
1.94,702,28.4,5.4,40,1.1,34,1.968,311.1,1.12,1.02,1.33,47.66666667,0.2,3.616666667
4.42,703,27.7,4.9,40,1.1,34,1.957,311.1,1.12,1.02,1.33,47.62962963,0.2,3.618518519
8.61,704,28.7,4.9,40,1.1,34,1.971,311.1,1.12,1.02,1.32,47.59259259,0.2,3.62037037
2.55,705,27.7,5.4,40,1.1,34,1.97,311.1,1.12,1.02,1.32,47.55555556,0.2,3.622222222
3.04,706,31.5,4.9,40,1.09,34,1.973,311.1,1.12,1.02,1.32,47.51851852,0.2,3.624074074
2.52,707,27.2,5.4,40,1.1,34,1.975,311.1,1.12,1.02,1.32,47.48148148,0.2,3.625925926
1.85,708,26.4,5.4,40,1.09,35,1.973,311.1,1.12,1.02,1.32,47.44444444,0.2,3.627777778
3.81,709,27.7,5.4,40,1.09,35,1.976,311.1,1.12,1.02,1.32,47.40740741,0.2,3.62962963
1.34,710,28.5,5.4,40,1.08,35,1.973,311.1,1.12,1.02,1.32,47.37037037,0.2,3.631481481
2.79,711,27.4,5.4,40,1.09,35,1.973,311.1,1.12,1.02,1.32,47.33333333,0.2,3.633333333
4.32,712,28,5.4,40,1.1,35,1.993,311.1,1.12,1.02,1.32,47.2962963,0.2,3.635185185
3.07,713,28.5,4.9,40,1.09,35,2,311.1,1.12,1.02,1.32,47.25925926,0.2,3.637037037
2.19,714,29.2,4.9,40,1.07,35,2.002,311.1,1.12,1.02,1.32,47.22222222,0.2,3.638888889
1.55,715,27,5.4,40,1.09,35,2.005,311.1,1.12,1.02,1.31,47.18518519,0.2,3.640740741
2.73,716,30,5.4,40,1.09,35,2.004,311.1,1.12,1.02,1.31,47.14814815,0.2,3.642592593
2.27,717,27.4,4.9,40,1.1,35,2.003,311.1,1.12,1.02,1.31,47.11111111,0.2,3.644444444
3.92,718,28.1,4.9,40,1.1,35,2.005,311.1,1.12,1.02,1.31,47.07407407,0.2,3.646296296
3.7,719,28.7,4.9,40,1.1,35,2,311.1,1.12,1.02,1.31,47.03703704,0.2,3.648148148
3.27,720,29.4,4.9,40,1.1,35,1.998,311.1,1.12,1.02,1.31,47,0.2,3.65
3.65,721,28.5,5.4,40,1.1,35,2.003,311.1,1.12,1.02,1.31,46.96296296,0.2,3.651851852
4.5,722,27.1,4.9,40,1.1,35,1.998,311.1,1.12,1.02,1.31,46.92592593,0.2,3.653703704
12.71,723,29.6,5.4,40,1.1,35,2.002,311.1,1.12,1.02,1.31,46.88888889,0.2,3.655555556
2.11,724,28.6,4.9,40,1.1,35,1.991,311.1,1.12,1.02,1.31,46.85185185,0.2,3.657407407
3.06,725,30.5,4.9,40,1.1,35,2.005,311.1,1.12,1.02,1.31,46.81481481,0.2,3.659259259
2.62,726,28.3,5.4,40,1.1,35,2.004,311.1,1.12,1.02,1.31,46.77777778,0.2,3.661111111
1.29,727,29.2,4.9,40,1.1,35,1.973,311.1,1.12,1.02,1.31,46.74074074,0.2,3.662962963
4.32,728,31.3,4.9,40,1.1,35,1.988,311.1,1.12,1.02,1.31,46.7037037,0.2,3.664814815
1.97,729,25.2,5.4,40,1.1,35,2.009,311.1,1.12,1.02,1.31,46.66666667,0.2,3.666666667
1.58,730,29.6,4.9,40,1.1,34,1.977,311.1,1.12,1.02,1.31,46.62962963,0.2,3.668518519
2.26,731,28.8,5.4,40,1.1,34,1.969,311.1,1.12,1.02,1.31,46.59259259,0.2,3.67037037
4.4,732,27.7,4.9,40,1.1,34,1.83,311.1,1.12,1.02,1.31,46.55555556,0.2,3.672222222
3,733,29.1,4.9,40,1.1,34,1.944,311.1,1.12,1.02,1.31,46.51851852,0.2,3.674074074
2.15,734,28.4,5.4,40,1.1,34,1.814,311.1,1.12,1.02,1.31,46.48148148,0.2,3.675925926
3.82,735,26.8,5.4,40,1.1,34,1.909,311.1,1.12,1.02,1.31,46.44444444,0.2,3.677777778
19.17,736,29.5,5.4,40,1.1,34,1.908,311.1,1.12,1.02,1.3,46.40740741,0.2,3.67962963
2.24,737,30.3,5.4,40,1.1,34,1.903,311.1,1.12,1.02,1.3,46.37037037,0.2,3.681481481
2.84,738,29.9,5.4,40,1.1,34,1.93,311.1,1.12,1.02,1.3,46.33333333,0.2,3.683333333
3.62,739,31.4,5.4,40,1.11,34,1.941,311.1,1.12,1.02,1.3,46.2962963,0.2,3.685185185
8.92,740,28.8,4.9,40,1.11,34,1.898,311.1,1.12,1.02,1.3,46.25925926,0.2,3.687037037
10.49,741,23.8,4.9,40,1.1,34,1.938,311.1,1.12,1.02,1.3,46.22222222,0.2,3.688888889
3.93,742,27.1,5.4,40,1.1,34,1.902,311.1,1.12,1.02,1.3,46.18518519,0.2,3.690740741
2.38,743,27.9,5.4,40,1.1,34,1.94,311.1,1.12,1.02,1.3,46.14814815,0.2,3.692592593
1.91,744,25.3,4.9,40,1.1,34,1.934,311.1,1.12,1.02,1.3,46.11111111,0.2,3.694444444
1.78,745,25.8,5.4,40,1.1,34,1.939,311.1,1.12,1.02,1.3,46.07407407,0.2,3.696296296
4.48,746,28,5.4,40,1.11,33,1.939,311.1,1.12,1.02,1.3,46.03703704,0.2,3.698148148
2.28,747,27.8,4.9,40,1.11,33,1.937,311.1,1.12,1.02,1.3,46,0.2,3.7
0.95,748,25.1,4.9,90,1.1,33,1.939,311.1,1.12,1.02,1.3,46.18518519,0.2,3.7
0.65,749,27.4,5.4,90,1.1,33,1.765,311.1,1.12,1.02,1.3,46.37037037,0.2,3.7
2.26,750,28.5,5.4,90,1.1,33,1.751,311.1,1.12,1.02,1.3,46.55555556,0.2,3.7
8.89,751,27.6,5.4,90,1.1,33,1.754,311.1,1.12,1.02,1.3,46.74074074,0.2,3.7
6.96,752,28.7,5.4,90,1.1,33,1.746,311.1,1.12,1.02,1.3,46.92592593,0.2,3.7
2.53,753,28.9,4.9,90,1.1,33,1.753,311.1,1.12,1.02,1.3,47.11111111,0.2,3.7
4.12,754,29.4,5.4,90,1.1,33,1.763,311.1,1.12,1.02,1.3,47.2962963,0.2,3.7
1.36,755,25,5.4,60,1.1,33,1.897,311.1,1.12,1.02,1.3,47.48148148,0.2,3.7
6.04,756,25.9,4.9,60,1.1,33,1.896,311.1,1.12,1.02,1.3,47.66666667,0.2,3.7
0.88,757,21,4.9,60,1.1,33,1.897,311.1,1.12,1.02,1.3,47.85185185,0.2,3.7
1.03,758,18.8,5.4,60,1.11,29,1.884,311.1,1.12,1.02,1.29,48.03703704,0.2,3.7
2.89,759,22.5,4.9,60,1.11,29,1.91,311.1,1.12,1.02,1.29,48.22222222,0.2,3.7
2.24,760,19.1,5.4,60,1.1,29,1.901,311.1,1.12,1.02,1.29,48.40740741,0.2,3.7
4.29,761,24.3,5.4,60,1.1,29,1.901,311.1,1.12,1.02,1.29,48.59259259,0.2,3.7
2.53,762,23.5,5.4,60,1.11,30,1.897,311.1,1.12,1.02,1.29,48.77777778,0.2,3.7
1.57,763,23.9,5.4,60,1.11,30,1.895,311.1,1.12,1.02,1.29,48.96296296,0.2,3.7
1.7,764,23.1,5.4,60,1.11,30,1.902,311.1,1.12,1.02,1.29,49.14814815,0.2,3.7
1.65,765,23.3,5.4,60,1.11,30,1.898,311.1,1.12,1.02,1.29,49.33333333,0.2,3.7
1.76,766,22.6,5.4,60,1.11,30,1.901,311.1,1.12,1.02,1.29,49.51851852,0.2,3.7
1.66,767,22.9,4.9,60,1.1,30,1.902,311.1,1.12,1.02,1.29,49.7037037,0.2,3.7
1.21,768,24.2,4.9,60,1.1,31,1.902,311.1,1.12,1.02,1.29,49.88888889,0.2,3.7
1.27,769,23.7,5.4,60,1.11,31,1.902,311.1,1.12,1.02,1.28,50.07407407,0.2,3.7
1.37,770,24.4,5.4,60,1.1,31,1.903,311.1,1.12,1.02,1.28,50.25925926,0.2,3.7
1.42,771,24.1,5.4,60,1.11,31,1.905,311.1,1.12,1.02,1.28,50.44444444,0.2,3.7
1.79,772,24.2,5.4,60,1.11,31,1.905,311.1,1.12,1.02,1.28,50.62962963,0.2,3.7
1.3,773,24.3,4.9,60,1.11,31,1.9,311.1,1.12,1.02,1.28,50.81481481,0.2,3.7
1.42,774,21.7,5.4,60,1.11,31,1.884,311.1,1.12,1.02,1.28,51,0.2,3.7
2.97,775,23.8,5.4,60,1.11,31,1.896,311.1,1.12,1.02,1.28,51.02439024,0.2,3.697560976
1.64,776,21,5.4,60,1.1,31,1.897,311.1,1.12,1.02,1.28,51.04878049,0.2,3.695121951
1.48,777,24.4,4.9,60,1.11,31,1.898,311.1,1.12,1.02,1.28,51.07317073,0.2,3.692682927
1.84,778,23.7,5.4,60,1.11,31,1.897,311.1,1.12,1.02,1.28,51.09756098,0.2,3.690243902
2.05,779,22.1,5.4,60,1.1,31,1.899,311.1,1.12,1.02,1.28,51.12195122,0.2,3.687804878
2.53,780,21.4,5.4,60,1.1,31,1.898,311.1,1.12,1.02,1.28,51.14634146,0.2,3.685365854
2.46,781,43.9,4.9,60,1.1,31,1.898,311.1,1.12,1.02,1.28,51.17073171,0.2,3.682926829
2.1,782,22.7,5.4,60,1.1,31,1.9,311.1,1.12,1.02,1.28,51.19512195,0.2,3.680487805
2.28,783,22.4,5.4,35,1.1,31,1.901,311.1,1.12,1.02,1.28,51.2195122,0.2,3.67804878
18.75,784,24.6,5.4,35,1.1,32,1.9,311.1,1.12,1.02,1.28,51.24390244,0.2,3.675609756
2.46,785,21.8,5.4,35,1.1,32,1.902,311.1,1.12,1.02,1.28,51.26829268,0.2,3.673170732
1.43,786,27.9,5.4,35,1.1,32,1.905,311.1,1.12,1.02,1.28,51.29268293,0.2,3.670731707
1.52,787,22.9,5.4,35,1.1,32,1.905,311.1,1.12,1.02,1.28,51.31707317,0.2,3.668292683
2.29,788,20.2,5.4,35,1.1,32,1.9,311.1,1.12,1.02,1.28,51.34146341,0.2,3.665853659
1.62,789,23.2,5.4,35,1.1,32,1.898,311.1,1.12,1.02,1.28,51.36585366,0.2,3.663414634
2.24,790,22.3,4.9,35,1.09,32,1.906,311.1,1.12,1.02,1.27,51.3902439,0.2,3.66097561
2.28,791,24.2,4.9,35,1.1,32,1.907,311.1,1.12,1.02,1.27,51.41463415,0.2,3.658536585
2.14,792,22.6,4.9,35,1.1,32,1.907,311.1,1.12,1.02,1.27,51.43902439,0.2,3.656097561
2.88,793,51.8,4.9,35,1.1,32,1.905,311.1,1.12,1.02,1.27,51.46341463,0.2,3.653658537
1.12,794,19.9,5.4,35,1.1,32,1.908,311.1,1.12,1.02,1.27,51.48780488,0.2,3.651219512
1.23,795,67.7,5.4,35,1.1,32,1.908,311.1,1.12,1.02,1.27,51.51219512,0.2,3.648780488
1.72,796,62,5.4,35,1.09,32,1.906,311.1,1.12,1.02,1.27,51.53658537,0.2,3.646341463
1.63,797,47.1,5.4,35,1.1,32,1.905,311.1,1.12,1.02,1.27,51.56097561,0.2,3.643902439
1.27,798,50,5.4,35,1.1,32,1.903,311.1,1.12,1.02,1.27,51.58536585,0.2,3.641463415
1.64,799,47.7,4.9,35,1.1,31,1.908,311.1,1.12,1.02,1.27,51.6097561,0.2,3.63902439
1.96,800,49.1,5.4,35,1.1,31,1.903,311.1,1.12,1.02,1.27,51.63414634,0.2,3.636585366
2.51,801,49.5,5.4,35,1.1,31,1.91,311.1,1.12,1.02,1.26,51.65853659,0.2,3.634146341
2.75,802,45.9,5.4,35,1.1,31,1.907,311.1,1.12,1.02,1.26,51.68292683,0.2,3.631707317
1.69,803,49.4,5.4,35,1.1,31,1.907,311.1,1.12,1.02,1.26,51.70731707,0.2,3.629268293
1.79,804,49.8,4.9,35,1.1,31,1.907,311.1,1.12,1.02,1.26,51.73170732,0.2,3.626829268
2.56,805,46.9,5.4,35,1.1,31,1.906,311.1,1.12,1.02,1.26,51.75609756,0.2,3.624390244
2.59,806,48.6,5.4,35,1.1,31,1.905,311.1,1.12,1.02,1.26,51.7804878,0.2,3.62195122
1.66,807,47.2,5.4,35,1.1,31,1.902,311.1,1.12,1.02,1.26,51.80487805,0.2,3.619512195
1.15,808,46.1,5.4,35,1.1,31,1.908,311.1,1.12,1.02,1.26,51.82926829,0.2,3.617073171
1.89,809,45.9,5.4,35,1.1,31,1.908,311.1,1.12,1.02,1.26,51.85365854,0.2,3.614634146
1.83,810,49.5,4.9,35,1.1,31,1.909,311.1,1.12,1.02,1.26,51.87804878,0.2,3.612195122
2.19,811,49.7,5.4,35,1.1,31,1.91,311.1,1.12,1.02,1.26,51.90243902,0.2,3.609756098
1.96,812,49.5,5.4,35,1.1,31,1.905,311.1,1.12,1.02,1.26,51.92682927,0.2,3.607317073
2.11,813,48.6,5.4,35,1.1,31,1.907,311.1,1.12,1.02,1.26,51.95121951,0.2,3.604878049
1.63,814,46.7,5.4,35,1.1,31,1.911,311.1,1.12,1.02,1.26,51.97560976,0.2,3.602439024
1.62,815,51.3,4.9,35,1.1,31,1.895,311.1,1.12,1.02,1.26,52,0.2,3.6
2.54,816,51.8,5.4,35,1.1,30,1.874,311.1,1.11,1.02,1.19,52,0.204,3.616
2.24,817,48.2,5.4,35,1.1,30,1.907,311.1,1.12,1.02,1.26,52,0.208,3.632
1.99,818,47.2,5.4,35,1.1,30,1.898,311.1,1.12,1.02,1.26,52,0.212,3.648
2.18,819,47.8,5.4,35,1.1,30,1.896,311.1,1.12,1.02,1.26,52,0.216,3.664
3.55,820,47.1,5.4,35,1.1,30,1.898,311.1,1.12,1.02,1.26,52,0.22,3.68
1.41,821,50.3,5.4,35,1.1,31,1.898,311.1,1.12,1.02,1.26,52,0.224,3.696
1.79,822,56.2,5.4,35,1.1,31,1.9,311.1,1.12,1.02,1.25,52,0.228,3.712
1.89,823,45.8,4.9,35,1.1,31,1.897,311.1,1.12,1.02,1.25,52,0.232,3.728
1.8,824,34.8,5.4,35,1.1,31,1.897,311.1,1.12,1.02,1.25,52,0.236,3.744
1.87,825,40.6,4.9,35,1.1,28,1.908,311.1,1.11,1.02,1.19,52,0.24,3.76
21.28,826,48,5.4,35,1.1,28,1.912,311.1,1.11,1.02,1.19,52,0.244,3.776
2.29,827,49.4,5.4,35,1.11,28,1.914,311.1,1.11,1.02,1.19,52,0.248,3.792
1.37,828,47.7,4.9,35,1.11,28,1.917,311.1,1.11,1.02,1.19,52,0.252,3.808
1.55,829,49.3,5.4,35,1.11,29,1.918,311.1,1.11,1.02,1.19,52,0.256,3.824
1.23,830,49.3,5.4,35,1.1,29,1.917,311.1,1.12,1.02,1.25,52,0.26,3.84
0.73,831,50,5.4,35,1.1,29,1.919,311.1,1.12,1.02,1.25,52,0.264,3.856
1.17,832,46.8,4.9,35,1.1,29,1.919,311.1,1.12,1.02,1.25,52,0.268,3.872
1.44,833,51,5.4,35,1.11,29,1.918,311.1,1.12,1.02,1.24,52,0.272,3.888
1.78,834,49.1,5.4,35,1.1,29,1.92,311.1,1.12,1.02,1.24,52,0.276,3.904
1.8,835,49.5,5.4,35,1.1,29,1.916,311.1,1.12,1.02,1.24,52,0.28,3.92
1.49,836,56.9,5.4,35,1.1,29,1.919,311.1,1.12,1.02,1.24,52,0.284,3.936
1.77,837,55.5,5.4,35,1.11,29,1.914,311.1,1.12,1.02,1.24,52,0.288,3.952
1.69,838,56.7,5.4,35,1.11,29,1.915,311.1,1.12,1.02,1.24,52,0.292,3.968
2.94,839,57.6,4.9,35,1.1,29,1.919,311.1,1.12,1.02,1.24,52,0.296,3.984
1.79,840,55.9,4.9,35,1.1,29,1.917,311.1,1.12,1.02,1.24,52,0.3,4
2.04,841,56,4.9,35,1.1,29,1.916,311.1,1.12,1.02,1.24,52,0.297727273,3.997727273
2.09,842,55.8,5.4,35,1.1,29,1.912,311.1,1.12,1.02,1.24,52,0.295454545,3.995454545
2.06,843,54.7,4.9,35,1.1,29,1.91,311.1,1.12,1.02,1.24,52,0.293181818,3.993181818
2.44,844,54.2,5.4,35,1.1,29,1.901,311.1,1.12,1.02,1.24,52,0.290909091,3.990909091
2.96,845,54.6,5.4,35,1.1,30,1.904,311.1,1.12,1.02,1.24,52,0.288636364,3.988636364
2.59,846,55.8,5.4,35,1.1,30,1.902,311.1,1.12,1.02,1.24,52,0.286363636,3.986363636
2.88,847,56.3,5.4,35,1.1,30,1.902,311.1,1.12,1.02,1.24,52,0.284090909,3.984090909
2.75,848,51.5,5.4,35,1.1,30,1.904,311.1,1.12,1.02,1.24,52,0.281818182,3.981818182
2.07,849,55.5,4.9,35,1.1,30,1.957,311.1,1.12,1.02,1.24,52,0.279545455,3.979545455
1.95,850,53.5,5.4,35,1.1,30,1.904,311.1,1.12,1.02,1.24,52,0.277272727,3.977272727
1.67,851,52.6,4.9,35,1.1,30,1.91,311.1,1.12,1.02,1.24,52,0.275,3.975
